fecha,hora,id_agente,tipo_operacion,monto,distrito,canal
2026-04-03,9:05,114,depósito,1403.96,San Isidro,web
2026-04-03,10:31,197,retiro,4416.92,Los Olivos,app
2026-04-03,14:06,026,depósito,2640.91,SJL,caja
2026-04-03,15:59,187,retiro,1062.89,SJL,web
2026-04-03,10:03,196,retiro,4259.34,San Isidro,caja
2026-04-03,15:23,074,retiro,1326.55,San Isidro,web
2026-04-03,18:49,110,retiro,784.28,Miraflores,caja
2026-04-03,14:40,043,retiro,410.42,Lima Centro,app
2026-04-03,16:52,160,depósito,2328.6,Miraflores,caja
2026-04-03,13:43,018,retiro,878.58,SJL,app
2026-04-03,18:44,110,depósito,766.11,Callao,app
2026-04-03,18:49,231,retiro,4558.43,Lima Centro,app
2026-04-03,11:40,126,retiro,2072.02,Miraflores,caja
2026-04-03,13:28,108,depósito,561.65,Miraflores,caja
2026-04-03,13:38,024,retiro,3926.71,San Isidro,caja
2026-04-03,10:07,149,retiro,3185.1,San Isidro,app
2026-04-03,14:29,130,depósito,4957.79,Callao,caja
2026-04-03,14:38,228,retiro,2951.01,Callao,app
2026-04-03,8:19,074,retiro,4704.24,Miraflores,caja
2026-04-03,15:36,177,depósito,1554.1,Lima Centro,app
2026-04-03,16:12,126,depósito,3659.15,Miraflores,web
2026-04-03,18:24,205,depósito,1481.39,Surco,web
2026-04-03,10:52,191,retiro,4894.15,Callao,web
2026-04-03,15:39,064,retiro,1748.48,Callao,caja
2026-04-03,11:32,020,retiro,1658.82,Lima Centro,app
2026-04-03,13:06,212,depósito,4754.56,Miraflores,app
2026-04-03,8:01,100,retiro,4338.37,Lima Centro,web
2026-04-03,8:37,061,depósito,347.69,San Isidro,web
2026-04-03,10:03,233,retiro,2228.14,Callao,caja
2026-04-03,10:37,190,retiro,282.12,Callao,app
2026-04-03,15:19,046,depósito,4857.08,Lima Centro,caja
2026-04-03,9:51,030,depósito,2501.78,Los Olivos,caja
2026-04-03,17:03,234,retiro,41.06,Callao,web
