fecha,hora,id_agente,tipo_servicio,monto,distrito,caja
2026-03-07,14:20,020,pago de luz,150.57,SJL,19
2026-03-07,18:19,100,pago de servicio,210.16,San Isidro,19
2026-03-07,13:08,211,pago de agua,90.49,Lima Centro,20
2026-03-07,8:27,225,pago de luz,229.12,Los Olivos,7
2026-03-07,11:04,119,pago de luz,248.84,Callao,19
2026-03-07,13:07,234,pago de servicio,169.16,SJL,19
2026-03-07,12:43,002,pago de gas,285.42,Callao,11
2026-03-07,17:14,082,pago de agua,25.49,Callao,15
2026-03-07,10:45,044,pago de gas,181.54,SJL,18
2026-03-07,18:54,131,pago de luz,225.87,Los Olivos,1
2026-03-07,13:29,199,pago de gas,196.46,San Isidro,5
2026-03-07,12:44,043,pago de luz,99.26,San Isidro,8
2026-03-07,17:25,117,pago de servicio,259.49,SJL,7
2026-03-07,15:44,012,pago de gas,240.55,SJL,1
2026-03-07,17:06,085,pago de agua,57.53,Lima Centro,6
2026-03-07,12:45,206,pago de servicio,286.73,Callao,7
2026-03-07,9:38,141,pago de servicio,33.73,San Isidro,5
2026-03-07,15:12,023,pago de gas,98.65,San Isidro,11
2026-03-07,9:44,026,pago de agua,275.19,San Isidro,10
2026-03-07,9:04,056,pago de servicio,245.34,Miraflores,15
2026-03-07,10:58,204,pago de gas,31.16,Surco,8
2026-03-07,17:26,220,pago de agua,187.9,Lima Centro,16
2026-03-07,12:02,207,pago de agua,45.23,Lima Centro,19
2026-03-07,16:40,019,pago de luz,173.1,Miraflores,15
2026-03-07,9:19,054,pago de gas,5.68,Surco,4
2026-03-07,10:34,134,pago de servicio,83.53,Callao,1
2026-03-07,8:18,024,pago de luz,78.59,Los Olivos,8
