fecha,hora,id_agente,tipo_operacion,monto,distrito,canal
2026-03-03,11:54,055,depósito,1075.49,SJL,caja
2026-03-03,12:42,060,retiro,2305.03,Callao,app
2026-03-03,9:51,108,depósito,724.75,Surco,web
2026-03-03,13:55,079,retiro,695.42,SJL,caja
2026-03-03,8:39,037,retiro,2358.27,Callao,caja
2026-03-03,9:24,067,retiro,2257.09,Los Olivos,caja
2026-03-03,15:17,078,retiro,3811.03,Los Olivos,app
2026-03-03,12:19,191,retiro,4774.72,Los Olivos,caja
2026-03-03,15:59,064,retiro,31.96,Surco,app
2026-03-03,14:05,064,depósito,3144.61,SJL,caja
2026-03-03,15:43,052,retiro,1116.21,Los Olivos,app
2026-03-03,12:33,053,retiro,1918.9,Los Olivos,caja
2026-03-03,9:27,176,retiro,2352.2,SJL,app
2026-03-03,12:20,001,depósito,1798.86,Lima Centro,app
2026-03-03,14:47,001,retiro,3686.21,Lima Centro,web
2026-03-03,18:22,023,retiro,1188.78,Surco,web
2026-03-03,12:20,086,retiro,1874.53,Los Olivos,web
2026-03-03,10:05,164,retiro,1854.02,SJL,caja
2026-03-03,8:42,082,depósito,4280.39,San Isidro,web
2026-03-03,14:20,096,depósito,4810.84,Callao,app
2026-03-03,18:16,016,retiro,3710.89,Miraflores,web
2026-03-03,12:41,215,depósito,4844.98,Miraflores,app
2026-03-03,15:21,062,retiro,3331.25,Surco,app
2026-03-03,16:59,092,depósito,2023.25,Surco,web
2026-03-03,15:17,107,depósito,4371.13,Lima Centro,web
2026-03-03,15:43,077,depósito,3169.41,Los Olivos,web
2026-03-03,10:56,162,retiro,4551.65,Surco,caja
2026-03-03,16:23,117,retiro,919.99,San Isidro,caja
2026-03-03,15:48,031,retiro,2864.47,SJL,app
2026-03-03,9:57,030,retiro,3685.48,Surco,app
2026-03-03,15:53,125,retiro,3305.79,Lima Centro,web
2026-03-03,15:42,161,depósito,3616.43,San Isidro,web
2026-03-03,18:59,120,depósito,3197.43,SJL,caja
2026-03-03,17:42,149,depósito,847.09,Surco,caja
2026-03-03,12:43,230,retiro,3389.36,San Isidro,web
