fecha,hora,id_agente,tipo_servicio,monto,distrito,caja
2026-02-01,14:49,216,pago de servicio,86.92,Miraflores,20
2026-02-01,15:02,193,pago de servicio,137.52,Callao,11
2026-02-01,14:31,070,pago de luz,214.96,Los Olivos,8
2026-02-01,11:42,025,pago de servicio,299.63,Los Olivos,5
2026-02-01,18:44,202,pago de gas,39.0,Miraflores,5
2026-02-01,10:18,003,pago de agua,6.83,Callao,12
2026-02-01,15:36,175,pago de servicio,155.28,Callao,17
2026-02-01,10:11,003,pago de agua,187.36,Surco,15
2026-02-01,14:33,001,pago de servicio,137.06,Miraflores,18
2026-02-01,13:05,182,pago de agua,160.13,San Isidro,16
2026-02-01,15:09,035,pago de servicio,187.38,Callao,16
2026-02-01,17:35,122,pago de luz,176.56,San Isidro,4
2026-02-01,11:21,188,pago de servicio,237.95,Miraflores,6
2026-02-01,12:47,105,pago de agua,15.29,Lima Centro,20
2026-02-01,16:53,155,pago de gas,122.04,San Isidro,1
2026-02-01,11:09,195,pago de gas,56.88,Lima Centro,3
2026-02-01,10:09,155,pago de agua,151.25,Los Olivos,2
2026-02-01,8:26,055,pago de servicio,129.85,Miraflores,12
2026-02-01,12:04,085,pago de luz,237.15,Surco,4
2026-02-01,17:46,105,pago de agua,78.7,Los Olivos,3
2026-02-01,13:53,196,pago de agua,10.27,Los Olivos,18
2026-02-01,10:02,180,pago de luz,282.47,Surco,13
2026-02-01,15:02,060,pago de luz,29.53,Los Olivos,11
2026-02-01,12:34,001,pago de luz,62.48,Surco,17
2026-02-01,11:48,203,pago de gas,199.45,Lima Centro,13
2026-02-01,18:00,218,pago de luz,220.89,Lima Centro,13
2026-02-01,8:04,200,pago de agua,17.13,SJL,13
2026-02-01,14:37,224,pago de gas,149.97,Miraflores,17
2026-02-01,16:53,171,pago de luz,63.49,San Isidro,9
2026-02-01,13:23,016,pago de gas,281.15,Callao,11
2026-02-01,8:44,230,pago de gas,151.86,San Isidro,8
2026-02-01,14:15,160,pago de gas,200.02,Los Olivos,20
2026-02-01,15:56,050,pago de luz,155.79,Callao,12
2026-02-01,14:25,159,pago de servicio,292.3,Los Olivos,17
2026-02-01,16:04,122,pago de gas,245.71,Miraflores,15
2026-02-01,12:42,215,pago de gas,224.82,Lima Centro,13
2026-02-01,13:48,108,pago de servicio,198.34,Los Olivos,2
2026-02-01,13:18,002,pago de agua,201.94,San Isidro,17
2026-02-01,13:23,179,pago de servicio,124.55,Surco,16
2026-02-01,12:37,015,pago de luz,121.22,San Isidro,7
2026-02-01,8:55,147,pago de servicio,9.62,Surco,9
2026-02-01,13:42,055,pago de luz,48.97,SJL,1
2026-02-01,15:52,029,pago de gas,134.37,Lima Centro,6
2026-02-01,13:21,059,pago de luz,7.6,Miraflores,4
