fecha,hora,id_agente,tipo_operacion,monto,distrito,canal
2026-03-02,12:33,044,depósito,1837.45,Lima Centro,app
2026-03-02,13:16,021,depósito,1306.77,Surco,caja
2026-03-02,17:47,012,retiro,546.95,SJL,app
2026-03-02,9:37,223,depósito,775.67,Lima Centro,caja
2026-03-02,15:39,223,depósito,4603.3,Lima Centro,web
2026-03-02,14:39,163,retiro,1191.4,Callao,caja
2026-03-02,15:18,081,retiro,3338.2,San Isidro,caja
2026-03-02,17:16,227,depósito,1355.59,Miraflores,web
2026-03-02,12:28,083,depósito,4405.67,Callao,web
2026-03-02,12:14,207,retiro,4457.22,Lima Centro,caja
2026-03-02,16:10,181,depósito,416.55,Los Olivos,caja
2026-03-02,16:34,148,depósito,3870.37,Callao,caja
2026-03-02,18:05,047,retiro,1065.45,Miraflores,web
2026-03-02,17:49,156,depósito,2348.85,Lima Centro,caja
2026-03-02,16:00,132,retiro,4736.51,Lima Centro,caja
2026-03-02,10:49,055,retiro,3481.07,Miraflores,caja
2026-03-02,10:40,188,depósito,2011.45,Miraflores,web
2026-03-02,13:57,112,retiro,4095.16,Surco,web
2026-03-02,14:10,070,retiro,1461.86,SJL,web
2026-03-02,17:06,134,retiro,929.94,Surco,app
2026-03-02,12:53,064,depósito,4137.85,Miraflores,caja
2026-03-02,11:33,066,depósito,2021.15,Lima Centro,caja
2026-03-02,17:02,019,depósito,2810.89,SJL,app
2026-03-02,17:56,202,depósito,2080.25,Los Olivos,app
2026-03-02,13:22,043,depósito,2274.28,Miraflores,caja
2026-03-02,9:56,202,retiro,436.75,San Isidro,caja
2026-03-02,10:14,202,depósito,4807.56,Miraflores,web
2026-03-02,12:43,126,depósito,4410.18,Surco,caja
2026-03-02,12:06,064,retiro,4383.07,Miraflores,app
2026-03-02,16:30,129,retiro,4978.45,Los Olivos,caja
2026-03-02,17:35,164,retiro,1950.14,Surco,web
2026-03-02,14:06,085,retiro,1692.3,Callao,caja
2026-03-02,18:51,006,depósito,469.87,Callao,caja
2026-03-02,18:59,129,depósito,1787.49,San Isidro,web
2026-03-02,15:36,099,retiro,1746.13,SJL,app
2026-03-02,11:32,162,depósito,2403.25,Callao,caja
2026-03-02,10:48,066,retiro,211.45,Los Olivos,app
2026-03-02,17:43,217,retiro,1940.29,Miraflores,caja
2026-03-02,10:16,104,retiro,4063.97,San Isidro,caja
2026-03-02,9:58,149,retiro,940.8,Miraflores,web
2026-03-02,8:04,082,retiro,155.65,Los Olivos,caja
2026-03-02,11:29,051,depósito,1667.33,Surco,caja
2026-03-02,18:09,054,retiro,3464.63,San Isidro,caja
2026-03-02,10:10,032,depósito,3200.09,Lima Centro,caja
2026-03-02,15:13,007,depósito,3715.42,Surco,web
2026-03-02,11:20,110,depósito,3138.64,Surco,caja
2026-03-02,11:01,193,retiro,59.39,Surco,app
2026-03-02,18:54,195,retiro,2344.32,Los Olivos,caja
2026-03-02,13:45,111,depósito,3223.02,Surco,app
2026-03-02,11:08,171,depósito,2361.8,Lima Centro,caja
2026-03-02,14:28,229,depósito,1436.36,Surco,web
